crop_code,Main_use_aggregated,Detailed_use_aggregated,Used_part_aggregated
8980,"environmental, medicinal, poison","mammals, muscular/skeletal applications, nervous system applications, ornamental/turf, respiratory applications, skin applications","entire plant, fruits, leaves, seeds"
8983,"environmental, food & beverage","minerals, ornamental/turf, vitamins","entire plant, fruits"
8992,"environmental, food & beverage","minerals, ornamental/turf, vitamins","entire plant, fruits"
8995,"environmental, food & beverage, material, medicinal","blood system applications, cosmetics & perfumery, digestive system applications, dye/tannin, shade & shelter, vitamins","flowers, fruits, leaves, stems, Unspecified"
900,"animal food (feed), environmental","cover crop, ornamental/turf, protein, vitamins",entire plant
9001,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
9018,"environmental, food & beverage, material","minerals, ornamental/turf, timber wood, vitamins","bark, entire plant, fruits"
902,"animal food (feed), environmental","cover crop, minerals, mulch, vitamins",entire plant
9029,animal food (feed),"minerals, protein, vitamins",entire plant
9041,"environmental, material, medicinal","digestive system applications, dye/tannin, erosion control, genitourinary system applications, honey, nitrogen fixation, ornamental/turf, respiratory applications, sensory applications, timber wood","bark, entire plant, exudates, flowers, roots, stems"
9042,"food & beverage, material, medicinal","dye/tannin, minerals, timber wood, Unspecified, vitamins","bark, flowers, leaves, stems"
9043,"animal food (feed), environmental, fuels, material, medicinal","charcoal, digestive system applications, dye/tannin, genitourinary system applications, gums/resins, honey, immune system applications, living fence, minerals, nitrogen fixation, ornamental/turf, respiratory applications, timber wood, vitamins","bark, entire plant, flowers, leaves, roots, stems"
9044,"animal food (feed), food & beverage, fuels, medicinal","digestive system applications, fuelwood, minerals, vitamins","bark, leaves, stems"
9045,material,timber wood,bark
9046,material,"gums/resins, latex/rubber, timber wood","bark, Unspecified"
9049,"material, medicinal","dye/tannin, Unspecified","bark, stems, Unspecified"
9065,animal food (feed),"minerals, vitamins",entire plant
9068,"food & beverage, food additive, medicinal","condiment/seasoning, metabolic system applications, respiratory applications, vitamins",leaves
9086,"food & beverage, material","minerals, timber wood, vitamins","bark, fruits"
909,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
9096,"animal food (feed), environmental, food & beverage, fuels","fuelwood, minerals, ornamental/turf, protein, revegetation, shade & shelter","bark, entire plant, fruits"
9097,"animal food (feed), environmental, food & beverage, fuels, material","fuelwood, minerals, ornamental/turf, protein, revegetation, timber wood, vitamins","bark, entire plant, fruits, leaves"
9098,"animal food (feed), environmental, material","minerals, shade & shelter, timber wood, vitamins","bark, entire plant, leaves"
910,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
9107,material,timber wood,bark
9114,"environmental, fuels, material","dye/tannin, fuelwood, shade & shelter, timber wood","bark, entire plant, Unspecified"
9118,fuels,fuelwood,bark
912,"animal food (feed), environmental","cover crop, erosion control, minerals, vitamins",entire plant
9121,"fuels, material","fuelwood, timber wood",bark
9122,material,timber wood,bark
9123,"environmental, material","erosion control, timber wood",entire plant
9138,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","blood system applications, dye/tannin, fuelwood, immune system applications, minerals, ornamental/turf, timber wood","bark, entire plant, fruits, leaves, stems"
9140,"fuels, material","dye/tannin, fuelwood","bark, stems"
9143,material,"cork/cork substitutes, timber wood","bark, stems"
9146,fuels,fuelwood,bark
9149,"environmental, medicinal","digestive system applications, ornamental/turf, Unspecified","entire plant, fruits, seeds"
9168,food & beverage,"minerals, vitamins",seeds
9175,material,"fibres, timber wood","bark, leaves"
9185,"environmental, food additive","agroforestry, condiment/seasoning","entire plant, roots"
920,"animal food (feed), environmental","erosion control, minerals, ornamental/turf, vitamins",entire plant
921,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
9213,"environmental, food & beverage, medicinal","blood system applications, digestive system applications, erosion control, genitourinary system applications, living fence, minerals, muscular/skeletal applications, ornamental/turf, respiratory applications, shade & shelter, vitamins, windbreak","entire plant, fruits, leaves, roots"
922,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
9228,"food & beverage, food additive, medicinal","condiment/seasoning, digestive system applications, endocrine system applications, vitamins","leaves, roots"
9270,animal food (feed),"minerals, vitamins",entire plant
9279,food & beverage,"minerals, vitamins",fruits
9282,food & beverage,"minerals, vitamins",fruits
9285,"food & beverage, medicinal","digestive system applications, minerals, nutritional applications, vitamins",fruits
9287,food & beverage,"minerals, vitamins",fruits
9290,"food & beverage, material, medicinal","blood system applications, cosmetics & perfumery, digestive system applications, minerals, skin applications, vitamins","fruits, leaves"
9291,"environmental, food & beverage, material, medicinal","agroforestry, digestive system applications, genitourinary system applications, lipids, lipids/oil & fats, manure/fertilizer, minerals, ornamental/turf, skin applications, timber wood, vitamins","bark, entire plant, roots, seeds, stems"
9292,"environmental, food & beverage","minerals, protein, shade & shelter, vitamins","entire plant, fruits, seeds"
9297,"animal food (feed), environmental, food additive, fuels, material, medicinal","charcoal, colorant, cosmetics & perfumery, digestive system applications, endocrine system applications, fuelwood, minerals, muscular/skeletal applications, ornamental/turf, shade & shelter, timber wood","bark, entire plant, flowers, leaves, stems"
9312,"environmental, food & beverage, food additive, medicinal, social","blood system applications, condiment/seasoning, digestive system applications, living fence, metabolic system applications, minerals, nutritional applications, ornamental/turf, smoking material, vitamins","entire plant, flowers, fruits, leaves"
932,material,timber wood,bark
9324,environmental,shade & shelter,entire plant
9326,"environmental, food additive, material, medicinal","antioxidant, condiment/seasoning, cosmetics & perfumery, digestive system applications, endocrine system applications, erosion control, essential oils, metabolic system applications, muscular/skeletal applications, ornamental/turf, preservative","entire plant, leaves"
9344,"material, medicinal","digestive system applications, dye/tannin, endocrine system applications",roots
9359,"environmental, food & beverage, medicinal","blood system applications, digestive system applications, living fence, minerals, skin applications, vitamins","entire plant, flowers, fruits, leaves, roots"
936,"animal food (feed), environmental, food & beverage, non-vertebrate food","agroforestry, minerals, protein, starch, vitamins","entire plant, roots"
9373,"food & beverage, medicinal","blood system applications, digestive system applications, minerals, vitamins","fruits, roots"
9374,food & beverage,"minerals, vitamins",fruits
938,"food & beverage, poison","mammals, minerals, vitamins",unspecified part
939,"animal food (feed), environmental, food & beverage, material","agroforestry, gums/resins, minerals, vitamins","entire plant, roots"
9398,"food additive, medicinal","condiment/seasoning, digestive system applications, nutritional applications, skin applications","leaves, roots"
9405,animal food (feed),"minerals, vitamins",entire plant
9412,animal food (feed),"minerals, vitamins",entire plant
9419,"food & beverage, medicinal","blood system applications, digestive system applications, minerals, Unspecified","leaves, roots, seeds, Unspecified"
942,"environmental, food & beverage","agroforestry, minerals, vitamins","entire plant, roots"
9421,"environmental, food additive, material, medicinal","condiment/seasoning, essential oils, ornamental/turf, Unspecified","entire plant, leaves"
9432,"animal food (feed), environmental, food & beverage, food additive, fuels, material","fibres, manure/fertilizer, minerals, non-wood fuel, paper, sweetener, vitamins, waxes","bark, seeds"
9434,"animal food (feed), environmental, food & beverage, food additive, fuels, material","fibres, manure/fertilizer, minerals, non-wood fuel, paper, sweetener, vitamins, waxes","bark, fruits, seeds"
9437,fuels,fuelwood,bark
9441,food & beverage,"minerals, vitamins",roots
9449,"environmental, food & beverage, material","cork/cork substitutes, living fence, minerals, vitamins","entire plant, fruits, Unspecified"
